,tran_yr,in_fig,graduation_rate
1,1998,FALSE,50
3,1998,TRUE,78.125
5,1999,FALSE,66.66666667
7,1999,TRUE,66.66666667
9,2000,FALSE,56.09756098
11,2000,TRUE,75.43859649
13,2001,FALSE,67.44186047
15,2001,TRUE,77.19298246
17,2002,FALSE,65
19,2002,TRUE,71.79487179
21,2003,FALSE,67.85714286
23,2003,TRUE,81
25,2004,FALSE,71.42857143
27,2004,TRUE,76.47058824
29,2005,FALSE,72
31,2005,TRUE,67.5
33,2006,FALSE,72.09302326
35,2006,TRUE,75
